,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1376,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,New Mahamoodiya Restaurant,1.33126713958,103.947670607,Indian Restaurant
1377,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Spize,1.33144478932,103.948125807,Restaurant
1378,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,The Burning Oak,1.33138034976,103.948311524,BBQ Joint
1379,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Momoya,1.333398168,103.948404641,Japanese Restaurant
1380,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Tang Tea House Hong Kong Cafe,1.33171408324,103.947322339,Dim Sum Restaurant
1381,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,The Bedok Market Place,1.33132548295,103.948341316,Food Court
1382,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Jalan Tua Kong Lau Lim Mee Pok Kway Teow Mee 老福林酿豆腐 (Jalan Tua Kong Lau Lim Mee Pok Kway Teow Mee),1.33120524542,103.948501175,Noodle House
1383,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Jln. Tua Kong Branch 阿林面卜 (Jln. Tua Kong Branch),1.33091909049,103.948265384,Noodle House
1384,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Enak Enak Hongkong Tea House,1.33151403401,103.948086147,Malay Restaurant
1385,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Ah Lim Mee Pok,1.3312426706,103.948509661,Chinese Restaurant
1386,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Hong Kong Street Family Restaurant Bedok,1.33221903193,103.94640171,Hong Kong Restaurant
1387,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,The Chop Chop Selections,1.33129446459,103.948322169,Steakhouse
1388,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Ambeng Cafe By Ummi Abdullah,1.33225311089,103.946324031,Halal Restaurant
1389,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,One Bistro Wine Bar,1.3334074346,103.948318123,Wine Bar
1390,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Ming Fa Fishball Noodles 明發鱼圆 (Ming Fa Fishball Noodles),1.33124277251,103.948221271,Noodle House
1391,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,EAST Village,1.33214267258,103.946669723,Shopping Mall
1392,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Katong Flower Shop (Pte) Ltd,1.32822712133,103.948409094,Flower Shop
1393,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Tian Tian Lai Eating House,1.33530876886,103.948315428,Chinese Restaurant
1394,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Big Eater Restaurant 大食家海鲜,1.33375174995,103.949140936,Seafood Restaurant
1395,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Tian Tian Hainanese Chicken Rice,1.33336128473,103.948297041,Asian Restaurant
1396,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,老江一品汤 Lao Jiang Superior Soup,1.332033,103.946727,Soup Place
1397,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Simpang @ East,1.33127713509,103.947819858,Thai Restaurant
1398,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Balqis The Bistro,1.33200407668,103.947151306,Middle Eastern Restaurant
1399,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Bus Stop 85059 (Bef Jln Chempaka Kuning),1.329353,103.949035,Bus Station
1400,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Momoya Japanese Restaurant,1.3335004706,103.948477082,Japanese Restaurant
1401,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Simpang Bedok Street Court,1.33348,103.947565,Food Court
1402,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Tanah Merah MRT Interchange (EW4),1.32730859661,103.946443097,Train Station
1403,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Parit Puaka Dalam,1.327666,103.94682,Lake
1404,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,East Meadows Swimming Pool,1.327519,103.946264,Pool
1405,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Stratford Court Singapore,1.32776844824,103.950794657,Resort
1406,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Changi Naval Base Pick Up Point @ Tanah Merah,1.32736475294,103.945903259,Bus Station
1407,BEDOK SHOPPING COMPLEX,1.33112402497,103.948107496,Pool @ Stratford Court,1.32786095274,103.95106005,Pool
1408,BELGRAVIA PARK,1.38255068508,103.869658777,Seletar Terrace Playground,1.38228130307,103.869117344,Playground
1409,BELGRAVIA PARK,1.38255068508,103.869658777,Momo Bunny's Playland,1.38084462742,103.868619048,Playground
1410,BELGRAVIA PARK,1.38255068508,103.869658777,Nim Green,1.38303979875,103.866501313,Park
1411,BELGRAVIA PARK,1.38255068508,103.869658777,Jalan Selaseh Park,1.38376510171,103.873155826,Park
1412,BELGRAVIA PARK,1.38255068508,103.869658777,Playground @ Neram Crecsent,1.385797,103.86744,Playground
1413,BELGRAVIA PARK,1.38255068508,103.869658777,Bus Stop 66451 (Aft AMK Ind Pk 2),1.37863397598,103.868488,Bus Station
1414,BELGRAVIA VILLAS,1.37957872159,103.865513689,Bus Stop 54659,1.37844809051,103.866905542,Bus Station
1415,BELGRAVIA VILLAS,1.37957872159,103.865513689,Bus Stop 66451 (Aft AMK Ind Pk 2),1.37863397598,103.868488,Bus Station
1416,BELGRAVIA VILLAS,1.37957872159,103.865513689,Momo Bunny's Playland,1.38084462742,103.868619048,Playground
1417,BELGRAVIA VILLAS,1.37957872159,103.865513689,Nim Green,1.38303979875,103.866501313,Park
1418,BELGRAVIA VILLAS,1.37957872159,103.865513689,Sin Hin Food Court,1.37556254443,103.864661061,Food Court
1419,BELGRAVIA VILLAS,1.37957872159,103.865513689,Swimming Pool ,1.38314882224,103.863217189,Pool
1420,BENDEMEER LIGHT,1.31499138887,103.860505386,Rucksack Inn,1.31426146914,103.860240502,Hostel
1421,BENDEMEER LIGHT,1.31499138887,103.860505386,Cheng Mun Chee Kee Pig Organ Soup 正文志记 (Cheng Mun Chee Kee Pig Organ Soup),1.31230554521,103.85990226,Soup Place
1422,BENDEMEER LIGHT,1.31499138887,103.860505386,Chye Seng Huat Hardware Coffee Bar,1.31167538206,103.860374181,Coffee Shop
1423,BENDEMEER LIGHT,1.31499138887,103.860505386,Green Kiwi Backpacker Hostel,1.31428328505,103.860254398,Hostel
1424,BENDEMEER LIGHT,1.31499138887,103.860505386,Creamery Boutique Ice Creams,1.31145693877,103.86019336,Ice Cream Shop
1425,BENDEMEER LIGHT,1.31499138887,103.860505386,Druggists,1.311227,103.85983,Bar
1426,BENDEMEER LIGHT,1.31499138887,103.860505386,Original Serangoon Fried Hokkien Mee,1.31457033409,103.857717915,Noodle House
1427,BENDEMEER LIGHT,1.31499138887,103.860505386,Lam's Abalone Noodles,1.31638269117,103.858465764,Noodle House
1428,BENDEMEER LIGHT,1.31499138887,103.860505386,Ch叉r (Char) Casual Dining,1.31266711954,103.859797254,BBQ Joint
1429,BENDEMEER LIGHT,1.31499138887,103.860505386,88 Hong Kong Roast Meat Specialist,1.31184499174,103.860256076,BBQ Joint
1430,BENDEMEER LIGHT,1.31499138887,103.860505386,Red Eye Smokehouse,1.31067189553,103.861049654,BBQ Joint
1431,BENDEMEER LIGHT,1.31499138887,103.860505386,Moni Gallery Hostel,1.31561174771,103.859118905,Hostel
1432,BENDEMEER LIGHT,1.31499138887,103.860505386,Wimbly lu Chocolates,1.31196309019,103.860571275,Café
1433,BENDEMEER LIGHT,1.31499138887,103.860505386,Petite Menu,1.3125856231,103.861284412,Café
1434,BENDEMEER LIGHT,1.31499138887,103.860505386,The Premier Pitch Soccer & Futsal,1.31722246478,103.856623934,Soccer Stadium
1435,BENDEMEER LIGHT,1.31499138887,103.860505386,The Hive Backpackers,1.31585659166,103.858843198,Hostel
1436,BENDEMEER LIGHT,1.31499138887,103.860505386,Adam's Corner Seafood Restaurant Pte Ltd,1.3133069557,103.856665859,Seafood Restaurant
1437,BENDEMEER LIGHT,1.31499138887,103.860505386,Nature's Harvest Cafe,1.31213373048,103.857911797,Vegetarian / Vegan Restaurant
1438,BENDEMEER LIGHT,1.31499138887,103.860505386,ABC KING,1.3114610605,103.86216412,Indian Restaurant
1439,BENDEMEER LIGHT,1.31499138887,103.860505386,Kallang Community Club,1.31783602803,103.862481103,Building
1440,BENDEMEER LIGHT,1.31499138887,103.860505386,Zi Zai Vegetarian Restaurant,1.31753024888,103.863094144,Vegetarian / Vegan Restaurant
1441,BENDEMEER LIGHT,1.31499138887,103.860505386,McDonald's,1.31918822319,103.861711455,Fast Food Restaurant
1442,BENDEMEER LIGHT,1.31499138887,103.860505386,Ban Heng Restaurant (萬興酒樓),1.31854478562,103.861170427,Chinese Restaurant
1443,BENDEMEER LIGHT,1.31499138887,103.860505386,Watsons,1.31888661657,103.860347271,Pharmacy
1444,BENDEMEER LIGHT,1.31499138887,103.860505386,亮记餐馆,1.31880689897,103.861733697,Chinese Restaurant
1445,BENDEMEER LIGHT,1.31499138887,103.860505386,Bus Stop @ KFC,1.31921672245,103.861533398,Bus Station
1446,BENDEMEER LIGHT,1.31499138887,103.860505386,Bengawan Solo,1.31882391452,103.862678926,Bakery
1447,BIZTECH CENTRE,1.32600649566,103.879166965,Yummy Recipes 品珍私房菜,1.32884691724,103.879561001,Chinese Restaurant
1448,BIZTECH CENTRE,1.32600649566,103.879166965,"Home United FC, Youth Football Academy",1.32453744898,103.883245912,Soccer Field
1449,BIZTECH CENTRE,1.32600649566,103.879166965,Cheers,1.3274318183,103.880182239,Convenience Store
1450,BIZTECH CENTRE,1.32600649566,103.879166965,Media Centre Canteen,1.32557318192,103.876959904,Restaurant
1451,BIZTECH CENTRE,1.32600649566,103.879166965,Dolphins Restaurant,1.3272800159,103.876308857,Steakhouse
1452,BIZTECH CENTRE,1.32600649566,103.879166965,Bus Stop 70151 Aft Jln Anggerek,1.32753707895,103.881031679,Bus Station
1453,BIZTECH CENTRE,1.32600649566,103.879166965,Bus Stop 70161,1.32751421647,103.883253509,Bus Station
1454,BLOCK D,1.30901050949,103.873819974,Coziee Lodge,1.31057797842,103.872879294,Hostel
1455,BLOCK D,1.30901050949,103.873819974,Ark Hostel,1.31077040959,103.873091738,Hostel
1456,BLOCK D,1.30901050949,103.873819974,Jalan Sultan Prawn Mee,1.31122521429,103.87262972,Noodle House
1457,BLOCK D,1.30901050949,103.873819974,OCBC Aquatic Centre,1.30493890603,103.872378959,Pool
1458,BLOCK D,1.30901050949,103.873819974,G7 Sinma Live Seafood Restaurant 新马活海鲜,1.31139414052,103.874599488,Seafood Restaurant
1459,BLOCK D,1.30901050949,103.873819974,BBQ Box 串燒工坊,1.31081892807,103.873590315,BBQ Joint
1460,BLOCK D,1.30901050949,103.873819974,Geylang Lor 9 Fresh Frog Leg Porridge | 芽笼九巷活田鸡,1.31235983702,103.876513922,Chinese Restaurant
1461,BLOCK D,1.30901050949,103.873819974,Epic Studio,1.31103685862,103.872642401,Rock Club
1462,BLOCK D,1.30901050949,103.873819974,P&Z Eating House,1.3111897,103.87398,Malay Restaurant
1463,BLOCK D,1.30901050949,103.873819974,Mongkok Dim Sum 旺角點心,1.31210041137,103.876795546,Dim Sum Restaurant
1464,BLOCK D,1.30901050949,103.873819974,Mr Bean,1.31159469355,103.871648487,Snack Place
1465,BLOCK D,1.30901050949,103.873819974,Mei Toy Thai Food,1.31174991202,103.875809112,Thai Restaurant
1466,BLOCK D,1.30901050949,103.873819974,IMAM Banana Leaf Restaurant Pte Ltd,1.31105970735,103.87244741,Indian Restaurant
1467,BLOCK D,1.30901050949,103.873819974,Old Chang Kee,1.31146161985,103.871709985,Snack Place
1468,BLOCK D,1.30901050949,103.873819974,Geylang Lorong 9 Beef Kway Teow,1.31215304754,103.876661949,Noodle House
1469,BLOCK D,1.30901050949,103.873819974,Tonny restaurant,1.31200227324,103.874334978,Chinese Restaurant
1470,BLOCK D,1.30901050949,103.873819974,Old Kallang Airport,1.30756456829,103.873386905,Historic Site
1471,BLOCK D,1.30901050949,103.873819974,Bus Stop 80211 (Opp National Stadium),1.307073,103.874578,Bus Stop
1472,BLOCK D,1.30901050949,103.873819974,Chang Cheng Mee Wah 長城美華 (Former G5 Food House),1.31247102342,103.873155378,Food Court
1473,BLOCK D,1.30901050949,103.873819974,Bus Stop 80219 (National Stadium),1.30664286469,103.8738361,Bus Stop
1474,BLOCK D,1.30901050949,103.873819974,Thai delights @ Lor 6,1.308828,103.8767,Thai Restaurant
1475,BLOCK D,1.30901050949,103.873819974,Hotel 81 Orchid,1.31123367355,103.877158949,Hotel
1476,BLOCK D,1.30901050949,103.873819974,Diandin Leluk,1.312257,103.876194,Thai Restaurant
1477,BLOCK D,1.30901050949,103.873819974,順記 Liverpool Resturant,1.31208632726,103.876655102,Chinese Restaurant
1478,BLOCK D,1.30901050949,103.873819974,German Dragons Singapore,1.30671075314,103.87020454,River
1479,BLOCK D,1.30901050949,103.873819974,Kallang Beach,1.30630365505,103.870476341,Beach
1480,BLOCK D,1.30901050949,103.873819974,American Dragon Boat Team Of Singapore,1.30669209774,103.870096953,Harbor / Marina
1481,BLOSSOM GARDENS,1.34518469271,103.87628776,Serangoon Sunshine Park,1.34692440825,103.874281605,Park
1482,BLOSSOM GARDENS,1.34518469271,103.87628776,Bus Stop 62081 (Opp Bartley Christian Church ),1.34385660393,103.878307343,Bus Station
1483,BLOSSOM GARDENS,1.34518469271,103.87628776,Yoguru,1.3491194555,103.874538313,Frozen Yogurt Shop
1484,BLOSSOM GARDENS,1.34518469271,103.87628776,SK-II,1.34924117157,103.874530763,Cosmetics Shop
1485,BOON LAY GARDENS,1.34326615073,103.715411867,Boon Lay Place Market & Food Centre,1.34577815296,103.713098988,Food Court
1486,BOON LAY GARDENS,1.34326615073,103.715411867,Boon Lay Power Nasi Lemak,1.34569910747,103.713213543,Malay Restaurant
1487,BOON LAY GARDENS,1.34326615073,103.715411867,Heng Huat Boon Lay Boneless Duck Noodles,1.34587571647,103.713173417,Noodle House
1488,BOON LAY GARDENS,1.34326615073,103.715411867,Boon Lay Shopping Centre,1.34655655399,103.712595613,Shopping Mall
1489,BOON LAY GARDENS,1.34326615073,103.715411867,Gym @ Lakepoint Condo,1.342130743,103.717420173,Gym
1490,BOON LAY GARDENS,1.34326615073,103.715411867,Jurong Cold Store,1.3400706858,103.717776508,Convenience Store
1491,BOON LAY GARDENS,1.34326615073,103.715411867,Swee Heng Bakery,1.34615172661,103.712069616,Bakery
1492,BOON LAY GARDENS,1.34326615073,103.715411867,At Blk 517D Playground,1.34475099208,103.719626068,Playground
1493,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,81 Seafood Restaurant,1.3541177239,103.722597472,Asian Restaurant
1494,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,Kim Lotus Dessert,1.3508274873,103.723542145,Dessert Shop
1495,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,McDonald's,1.34859958885,103.718333731,Fast Food Restaurant
1496,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,Time Table Cafe,1.35020545348,103.719388345,Café
1497,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,Bangkok Street Mookata,1.34908317942,103.72386506,Thai Restaurant
1498,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,Blk 505 Market & Food Centre,1.34992637585,103.718500492,Farmers Market
1499,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,503 FOOD COURT,1.35017983782,103.717369709,Coffee Shop
1500,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,Ayza's Restaurant,1.34859953386,103.718870816,Halal Restaurant
1501,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,Latiffa Huri @ Kopitiam,1.34909386859,103.723875218,Asian Restaurant
1502,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,Mr Teh Tarik Eating House,1.35098859628,103.720422033,Food Court
1503,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,McDonald's,1.35060985094,103.725421493,Fast Food Restaurant
1504,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,Soh Kee Cooked Food,1.34991201429,103.718328384,Asian Restaurant
1505,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,Coffee United,1.34998756652,103.723728019,Coffee Shop
1506,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,Chang Cheng Mee Wah,1.34838780552,103.724820522,Food Court
1507,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,ESSO,1.35081977994,103.723745912,Gas Station
1508,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,JW 504 F&B,1.34926759661,103.71947529,Food Court
1509,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,Seow Choon Games Specialist Pte Ltd,1.35045301435,103.719584942,Video Game Store
1510,BOON TONG SAN TEMPLE,1.35076400709,103.721625988,Blk 501 24hrs Coffeeshop 金味咖啡店,1.35065083198,103.718699848,Food Court
1511,BUANGKOK WOODS,1.38509763571,103.883639795,IMH Foodcourt,1.38209637841,103.884630884,Food Court
1512,CABANA,1.38827814675,103.854984856,Swimming Pool @ Sunrise Gardens,1.39020321036,103.85707962,Hotel Pool
1513,CABANA,1.38827814675,103.854984856,Serenity Park's Pool,1.38955085151,103.859137127,Gym Pool
1514,CABANA,1.38827814675,103.854984856,Playground @ Tamarind Road,1.38963123774,103.859157514,Playground
1515,CABANA,1.38827814675,103.854984856,Saraca Gardens ,1.38678176174,103.859123469,Plaza
1516,CAMDEN PARK,1.32930287253,103.816634465,Akane Restaurant,1.33085087752,103.815565069,Japanese Restaurant
1517,CAMDEN PARK,1.32930287253,103.816634465,Hollandse Club,1.32996624001,103.816647683,Hotel
1518,CAMDEN PARK,1.32930287253,103.816634465,Donguri,1.33112114656,103.815886853,Japanese Restaurant
1519,CAMDEN PARK,1.32930287253,103.816634465,7Adam,1.32944140719,103.813910427,Modern European Restaurant
1520,CAMDEN PARK,1.32930287253,103.816634465,University Road Park,1.32669002646,103.817762874,Park
1521,CAMDEN PARK,1.32930287253,103.816634465,Meeting Place,1.32743948598,103.813159122,Café
1522,CAMELIA PARK,1.38839367542,103.860820002,Tennis Court @ Serenity Park,1.3895840526,103.859154641,Tennis Court
1523,CAMELIA PARK,1.38839367542,103.860820002,Saraca Gardens ,1.38678176174,103.859123469,Plaza
1524,CAMELIA PARK,1.38839367542,103.860820002,Home of The Expendables,1.38901094993,103.858098643,Casino
1525,CAMELIA PARK,1.38839367542,103.860820002,Entrance to Garfield Hotel,1.39075975851,103.85722717,Hotel Bar
1526,CAMELODGE,1.31316934204,103.929305198,Etna Italian Restaurant,1.31340238744,103.929283058,Italian Restaurant
1527,CAMELODGE,1.31316934204,103.929305198,Udders,1.31317042641,103.927778343,Ice Cream Shop
1528,CAMELODGE,1.31316934204,103.929305198,Mas Ayu Restaurant,1.31296687406,103.926870883,Malay Restaurant
1529,CAMELODGE,1.31316934204,103.929305198,"Chat Masala, Upper East Coast",1.31395802848,103.931524262,Indian Restaurant
1530,CAMELODGE,1.31316934204,103.929305198,Megumi Japanese Restaurant,1.31309920434,103.927557725,Japanese Restaurant
1531,CAMELODGE,1.31316934204,103.929305198,Kate Porter Yoga,1.30990721522,103.931592688,Yoga Studio
1532,CAMELODGE,1.31316934204,103.929305198,Tasty Court by Chef Pung,1.315609,103.925841,Chinese Restaurant
1533,CAMELODGE,1.31316934204,103.929305198,Perle Noire Oyster & Grill Bar,1.31321180541,103.927826648,French Restaurant
